\PL_NAME = WASP-69 b
\SPEC_TYPE = Eclipse
\SPEC_NUM = 1
\INSTRUMENT = Near Infrared Camera (NIRCam)
\FACILITY = NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission
\NOTE = Figure 3, unbinned, F322W2 and F444W
\REFERENCE = Schlawin et al. 2024
\
\
|CENTRALWAVELNG|BANDWIDTH|ESPECLIPDEP|ESPECLIPDEPERR1|ESPECLIPDEPERR2|ESPECLIPDEPLIM|ESPBRITEMP|ESPBRITEMPERR1|ESPBRITEMPERR2|ESPBRITEMPLIM|OBS_DATE|OBS_DATEERR1|OBS_DATEERR2|
|        double|   double|     double|         double|         double|          long|    double|        double|        double|         long|    char|        char|        char|
|       microns|  microns|          %|               |               |              |         K|              |              |             |    days|        days|        days|
|          null|     null|       null|           null|           null|          null|      null|          null|          null|         null|    null|        null|        null|
        4.78467   0.00980     0.08601         0.00802        -0.00802              0       null           null           null             0     null         null         null 
        4.79447   0.00980     0.08133         0.00800        -0.00800              0       null           null           null             0     null         null         null 
        4.80426   0.00980     0.07398         0.00771        -0.00771              0       null           null           null             0     null         null         null 
        4.81455   0.01080     0.06338         0.00721        -0.00721              0       null           null           null             0     null         null         null 
        4.82484   0.00980     0.07515         0.00873        -0.00873              0       null           null           null             0     null         null         null 
        4.83463   0.00980     0.07668         0.00803        -0.00803              0       null           null           null             0     null         null         null 
        4.84443   0.00980     0.06361         0.00808        -0.00808              0       null           null           null             0     null         null         null 
        4.85423   0.00980     0.07863         0.00803        -0.00803              0       null           null           null             0     null         null         null 
        4.86451   0.01080     0.07129         0.00768        -0.00768              0       null           null           null             0     null         null         null 
        4.87480   0.00980     0.07240         0.00857        -0.00857              0       null           null           null             0     null         null         null 
        4.88459   0.00980     0.07422         0.00846        -0.00846              0       null           null           null             0     null         null         null 
        4.89439   0.00980     0.07806         0.00843        -0.00843              0       null           null           null             0     null         null         null 
        4.90419   0.00980     0.06424         0.00845        -0.00845              0       null           null           null             0     null         null         null 
        4.91447   0.01080     0.08222         0.00855        -0.00855              0       null           null           null             0     null         null         null 
        4.92476   0.00980     0.06647         0.00903        -0.00903              0       null           null           null             0     null         null         null 
        4.93456   0.00980     0.07821         0.00834        -0.00834              0       null           null           null             0     null         null         null 
        4.94435   0.00980     0.08695         0.00962        -0.00962              0       null           null           null             0     null         null         null 
        4.95415   0.00980     0.07932         0.00909        -0.00909              0       null           null           null             0     null         null         null 
        4.96444   0.01080     0.10096         0.00942        -0.00942              0       null           null           null             0     null         null         null 
